0.5120033103	such
0.5099422549	players
0.5095610991	last
0.5088786046	moved
0.5088786046	lost
0.5088786046	include
0.5088786046	family
0.5088044715	today
0.5087957216	led
0.5068715945	famous
0.5037586108	well
0.5027022880	single
0.5025088963	locomotive
0.5022036046	elected
0.5018329851	part
0.5001470572	program
0.4993345431	money
0.4988967830	change
0.4987587855	play
0.4971498059	history
0.4971498059	winning
0.4971498059	leading
0.4953329131	main
0.4947915350	opened
0.4933329239	large
0.4908247195	name
0.4905643589	spur
0.4903254522	title
0.4902157680	father
0.4902157680	teams
0.4881588512	operated
0.4881588512	months
0.4881011845	fetus
0.4853301009	songs
0.4842143800	11
0.4840417061	set
0.4834681896	release
0.4828484900	bodyboarding
0.4825783128	champion
0.4813409115	started
0.4810949304	april
0.4803385245	new
0.4793886288	june
0.4790169732	changed
0.4790169732	considered
0.4790169732	working
0.4790169732	professional
0.4790169732	style
0.4790169732	fought
0.4784434567	jackpot
0.4784434567	1st
0.4784434567	recorded
0.4775776890	milepost
0.4770176486	special
0.4765118482	first
0.4757853710	known
0.4757522590	cars
0.4707728301	tracks
0.4705776890	october
0.4701737730	car
0.4690654789	foot
0.4673605266	march
0.4667100123	december
0.4634738389	one
0.4631823606	held
0.4631823606	founded
0.4577263364	named
0.4552555900	members
0.4551891674	current
0.4547227547	included
0.4535024753	events
0.4417220982	as
0.4409289852	called
0.4380976929	&
0.4375427483	season
0.4363931534	died
0.4362153317	career
0.4353556534	won
0.4344488072	6pr
0.4327914963	early
0.4310147251	the
0.4301849856	played
0.4276459738	including
0.4230732448	began
0.4194240235	4
0.4114759533	of
0.4074976992	years
0.3820025499	on
0.3702151049	3
0.3636395486	7
0.3488148040	c
0.3380611904	i
0.3307941373	although
0.3221972296	you
0.3218986967	see
0.3218037266	though
0.3188131482	a
0.3114301594	old
0.3111433623	in
0.3099658439	six
0.3085200585	because
0.3059628915	s
0.3039721884	however
0.3032765960	1945
0.2982034482	do
0.2982034482	away
0.2973914745	best
0.2973914745	following
0.2970707869	1944
0.2952395735	did
0.2952395735	2003
0.2952395735	took
0.2952395735	found
0.2952395735	every
0.2939521452	further
0.2937993238	1999
0.2900678016	these
0.2898514218	1987
0.2892651858	currently
0.2885067705	all
0.2880747096	another
0.2871843089	among
0.2869146799	may
0.2857725696	21
0.2857725696	even
0.2857725696	1994
0.2857725696	20
0.2857725696	could
0.2856604785	five
0.2856604785	self
0.2852638552	way
0.2849395956	off
0.2849395956	2001
0.2843330184	along
0.2842980040	back
0.2832798767	down
0.2831824739	each
0.2822472199	around
0.2822472199	taken
0.2797276148	side
0.2788427877	various
0.2787071039	own
0.2787071039	those
0.2779922112	1985
0.2774940441	1957
0.2773970023	12
0.2759978536	others
0.2758710458	de
0.2744011909	while
0.2737670166	what
0.2729373301	2004
0.2729373301	14
0.2729373301	24
0.2729373301	far
0.2729373301	any
0.2726464013	2005
0.2719357071	again
0.2708477128	$
0.2698458476	about
0.2689327847	1943
0.2664014032	former
0.2663907940	four
0.2663907940	went
0.2659576517	near
0.2656049980	up
0.2650921166	since
0.2643907940	different
0.2642638105	day
0.2638378799	can
0.2614913615	three
0.2590369039	system
0.2585370996	under
0.2580259149	no
0.2569835126	she
0.2568113126	right
0.2566440665	5
0.2559496453	so
0.2554915558	both
0.2544226087	like
0.2540759369	there
0.2540108440	8
0.2540108440	much
0.2538624137	it
0.2530484477	during
0.2524226087	very
0.2516804096	he
0.2515944300	they
0.2513421311	through
0.2499560693	some
0.2490298976	will
0.2489781643	15
0.2484158585	after
0.2482430116	several
0.2482309693	against
0.2477521815	most
0.2471235310	1
0.2459552525	this
0.2454874811	work
0.2454874811	than
0.2453874811	10
0.2449914204	6
0.2446354974	before
0.2441182560	second
0.2420481249	now
0.2396028863	just
0.2394655972	then
0.2392505792	being
0.2392139974	30
0.2387358733	used
0.2387352095	until
0.2374655972	people
0.2366850931	when
0.2366085510	2
0.2362977095	became
0.2352882465	only
0.2342875827	them
0.2332435938	between
0.2331207868	made
0.2327308541	or
0.2325822343	year
0.2325062311	#
0.2322435938	2006
0.2321921978	his
0.2320583064	time
0.2312435938	into
0.2312435938	him
0.2312435938	where
0.2307439541	other
0.2299035726	out
0.2286977420	its
0.2283694401	but
0.2282483532	later
0.2279275797	two
0.2278936574	more
0.2276027096	her
0.2272986423	over
0.2268488090	been
0.2268130420	many
0.2263514545	would
0.2261669908	2007
0.2260666951	have
0.2239959216	are
0.2239959216	be
0.2238750753	has
0.2236625882	had
0.2235612913	their
0.2230761309	not
0.2226632521	who
0.2226596552	at
0.2217156579	to
0.2215312157	which
0.2210399876	also
0.2199622060	from
0.2197801696	an
0.2197801696	that
0.2194468363	were
0.2194117486	was
0.2194117486	by
0.2190784152	is
0.2190560804	and
0.2184475001	with
0.2179868940	for
